item	maxSpeakers	mostRecentTime	iso639_1	iso639_3	itemLabel	itemLabel_en
http://www.wikidata.org/entity/Q3241177	1800000	2012-01-01T00:00:00Z		rhg		Rohingya
http://www.wikidata.org/entity/Q3438770	1800000			kai	Bòo Karai-Karai	Karai-karai
http://www.wikidata.org/entity/Q33202	1800000			brh	براہوئی	Brahui
http://www.wikidata.org/entity/Q33786	1800000			sid		Sidamo
http://www.wikidata.org/entity/Q35172	1700000			kde		Makonde
http://www.wikidata.org/entity/Q10199	1640000			zza		Zazaki
http://www.wikidata.org/entity/Q1307730	1616120	2004-01-01T00:00:00Z		quh		South Bolivian Quechua
http://www.wikidata.org/entity/Q35375	1600000	2015-01-01T00:00:00Z		bin		Edo
http://www.wikidata.org/entity/Q33522	1600000	2007-01-01T00:00:00Z		kbd	Къэбэрдей Адыгэбзэ	Kabardian
http://www.wikidata.org/entity/Q102172	1600000		li	lim	Limburgs	Limburgish
http://www.wikidata.org/entity/Q27811	1600000		aa	aar	Qafár af	Afar
http://www.wikidata.org/entity/Q33643	1600000			mak		Makassar
http://www.wikidata.org/entity/Q35613	1572800			nde		Northern Ndebele
http://www.wikidata.org/entity/Q3111668	1539000	2021-01-01T00:00:00Z		guw	gungbè	Gun
http://www.wikidata.org/entity/Q14549	1500000	2011-01-01T00:00:00Z		sco	Scots	Scots
http://www.wikidata.org/entity/Q19933293	1500000	2001-01-01T00:00:00Z		lrc	لۏری مینجایی	Northern Luri
http://www.wikidata.org/entity/Q3502294	1500000	2000-01-01T00:00:00Z		noe		Nimadi
http://www.wikidata.org/entity/Q35147	1500000	1989-01-01T00:00:00Z		quz		Cusco Quechua
http://www.wikidata.org/entity/Q3327828	1500000			unr		Mundari
http://www.wikidata.org/entity/Q3244184	1500000			aig		Leeward Caribbean Creole
http://www.wikidata.org/entity/Q2511476	1500000			tyz		Tày
http://www.wikidata.org/entity/Q56483	1500000			lki		Laki
http://www.wikidata.org/entity/Q56601	1500000			khg		Khams Tibetan
http://www.wikidata.org/entity/Q9078	1500000		lv	lav	latviešu valoda	Latvian
http://www.wikidata.org/entity/Q33270	1500000			hoc		Ho
http://www.wikidata.org/entity/Q33726	1500000			khn		Khandeshi
http://www.wikidata.org/entity/Q35379	1500000			kmc		Kam
http://www.wikidata.org/entity/Q33223	1482929	2011-01-01T00:00:00Z		brx		Bodo
http://www.wikidata.org/entity/Q2707343	1480000			sgw		Sebat Bet Gurage
http://www.wikidata.org/entity/Q1199751	1470000	2010-01-01T00:00:00Z		mfa		Kelantan-Pattani Malay
http://www.wikidata.org/entity/Q33868	1470000	2001-01-01T00:00:00Z		mni	ꯃꯤꯇꯩ ꯂꯣꯟ	Meitei
http://www.wikidata.org/entity/Q3502234	1400000	2006-01-01T00:00:00Z		kxm		Northern Khmer
http://www.wikidata.org/entity/Q100103	1400000	1998-01-01T00:00:00Z		vls	West-Vlams	West Flemish
http://www.wikidata.org/entity/Q180945	1395240	2018-01-01T00:00:00Z		hyw	Արեւմտահայերէն	Western Armenian
http://www.wikidata.org/entity/Q33350	1393900	2010-01-01T00:00:00Z	ce	che	нохчийн мотт	Chechen
http://www.wikidata.org/entity/Q56466	1365900			din	Wɛ̈t cɔl Dinka	Dinka
http://www.wikidata.org/entity/Q33678	1350000			mnk		Mandinka
http://www.wikidata.org/entity/Q35394	1340000	2000-01-01T00:00:00Z		rmt		Domari
http://www.wikidata.org/entity/Q33976	1300000	2017-01-01T00:00:00Z	sc	srd	sardu	Sardinian
http://www.wikidata.org/entity/Q32704	1300000	2011-01-01T00:00:00Z	ve	ven	TshiVenḓa	Venda
http://www.wikidata.org/entity/Q1057898	1300000	2006-01-01T00:00:00Z		egl		Emilian
http://www.wikidata.org/entity/Q33348	1279650	2024-01-01T00:00:00Z	cv	chv	чăваш чĕлхи	Chuvash
http://www.wikidata.org/entity/Q34101	1270000			toi		Tonga
http://www.wikidata.org/entity/Q9072	1251770	2012-01-01T00:00:00Z	et	est	eesti keel	Estonian
http://www.wikidata.org/entity/Q34065	1248200			tmh		Tuareg
http://www.wikidata.org/entity/Q13389	1200000	2010-01-01T00:00:00Z	ba	bak	башҡорт теле	Bashkir
http://www.wikidata.org/entity/Q2085051	1200000	2006-01-01T00:00:00Z		tsc		Tswa
http://www.wikidata.org/entity/Q34271	1200000	1990-01-01T00:00:00Z	bo	bod	བོད་སྐད།	Tibetan
http://www.wikidata.org/entity/Q36284	1200000			srr		Serer
http://www.wikidata.org/entity/Q34926	1200000			ach		Acholi
http://www.wikidata.org/entity/Q12953177	1180000	2001-01-01T00:00:00Z		taj		Eastern Tamang
http://www.wikidata.org/entity/Q33025	1178000			bej		Beja
http://www.wikidata.org/entity/Q12361545	1164770	2012-01-01T00:00:00Z		ekk		Standard Estonian
http://www.wikidata.org/entity/Q3236789	1140000			mtq		Muong
http://www.wikidata.org/entity/Q35035	1133000	2016-01-01T00:00:00Z		ajg		Adja
http://www.wikidata.org/entity/Q36663	1100000	2020-01-01T00:00:00Z		urh		Urhobo
http://www.wikidata.org/entity/Q33717	1100000	2010-01-01T00:00:00Z		mdh		Maguindanao
http://www.wikidata.org/entity/Q1641543	1100000	2008-04-01T00:00:00Z		rgn		Romagnol
http://www.wikidata.org/entity/Q56497	1100000	2006-01-01T00:00:00Z		shu		Dazaga
http://www.wikidata.org/entity/Q34142	1100000	2000-01-01T00:00:00Z		tsg		Tausug
http://www.wikidata.org/entity/Q2891049	1100000			btm	Saro Mandailing	Mandailing Batak
http://www.wikidata.org/entity/Q33879	1100000			pag	Salitan Pangasinan	Pangasinan
http://www.wikidata.org/entity/Q35159	1100000			dga	Dagaare	Dagaare
http://www.wikidata.org/entity/Q36660	1096795			snk		Soninke
http://www.wikidata.org/entity/Q33720	1056093	2011-01-01T00:00:00Z		krj	Kinaray·a	Karay-a
http://www.wikidata.org/entity/Q9142	1030000	2019-01-01T00:00:00Z	ga	gle	an Ghaeilge	Irish
http://www.wikidata.org/entity/Q3915909	1010000	2024-01-01T00:00:00Z		zmi		Negeri Sembilan Malay
http://www.wikidata.org/entity/Q35475	1000000	2012-01-01T00:00:00Z		kbp	Kabɩyɛ kʊnʊŋ	Kabiye
http://www.wikidata.org/entity/Q33979	1000000	2011-01-01T00:00:00Z		new	नेपालभाषा	Newar
http://www.wikidata.org/entity/Q2501174	1000000	2000-01-01T00:00:00Z		gor	Bahasa Hulontalo	Gorontalo
http://www.wikidata.org/entity/Q257829	1000000			bqi		Bakhtiari
http://www.wikidata.org/entity/Q36137	1000000			grt		Garo
http://www.wikidata.org/entity/Q12952748	1000000			luz		Southern Luri
http://www.wikidata.org/entity/Q23014	1000000			pfl	Pälzisch	Palatinate German
http://www.wikidata.org/entity/Q13192	995000	2019-01-01T00:00:00Z		qxq		Qashqai
http://www.wikidata.org/entity/Q3105505	990000	2001-01-01T00:00:00Z		haq		Ha
http://www.wikidata.org/entity/Q34233	984000			ryu	沖縄口	Okinawan
http://www.wikidata.org/entity/Q56622	980000	2007-01-01T00:00:00Z		drs		Gedeo
http://www.wikidata.org/entity/Q4121131	980000			nym		Nyamwezi
http://www.wikidata.org/entity/Q9309	977366	2011-01-01T00:00:00Z	cy	cym	Cymraeg	Welsh
http://www.wikidata.org/entity/Q36045	940000	2020-01-01T00:00:00Z		its		Itsekiri
http://www.wikidata.org/entity/Q33332	940000	2001-01-01T00:00:00Z		kac		Jingpho
http://www.wikidata.org/entity/Q33880	935000	2007-01-01T00:00:00Z		stv		Selti
http://www.wikidata.org/entity/Q35145	918200	2000-01-01T00:00:00Z		quy		Ayacucho Quechua
http://www.wikidata.org/entity/Q3285748	900000			mqy		Manggarai
http://www.wikidata.org/entity/Q6747931	900000			mjl		Mandeali
http://www.wikidata.org/entity/Q33675	900000			nus		Nuer
http://www.wikidata.org/entity/Q35664	890000	2007-01-01T00:00:00Z		ktb		Kambaata
http://www.wikidata.org/entity/Q35373	886000	2014-01-01T00:00:00Z		kmz		Khorasani Turkic
http://www.wikidata.org/entity/Q35963	871000	2017-01-01T00:00:00Z		kea	kabuverdianu	Cape Verdean Creole
http://www.wikidata.org/entity/Q56487	866000			kfr		Kutchi
http://www.wikidata.org/entity/Q33584	865000	2001-01-01T00:00:00Z		kha		Khasi
http://www.wikidata.org/entity/Q35028	860000	2007-01-01T00:00:00Z		bum		Bulu
http://www.wikidata.org/entity/Q33484	858000			fan		Fang
http://www.wikidata.org/entity/Q13349	850000	2004-01-01T00:00:00Z		mnw	မန်	Mon
http://www.wikidata.org/entity/Q1068112	850000	2001-01-01T00:00:00Z		xmm		Manado
http://www.wikidata.org/entity/Q72695	850000			nut		Nung
http://www.wikidata.org/entity/Q27175	845100	2014-01-01T00:00:00Z	fy	fry	West-Frysk	West Frisian
http://www.wikidata.org/entity/Q35481	835000			kbr		Kafa
http://www.wikidata.org/entity/Q2407831	825768			nia	Li Niha	Nias
http://www.wikidata.org/entity/Q35331	820000	2011-01-01T00:00:00Z		gur		Gurene
http://www.wikidata.org/entity/Q327274	820000	2006-01-01T00:00:00Z		swg		Swabian
http://www.wikidata.org/entity/Q2498808	820000			ium		Iu Mien
http://www.wikidata.org/entity/Q33900	810000	2006-01-01T00:00:00Z	ng	ndo	Ndonga	Ndonga
http://www.wikidata.org/entity/Q56509	810000			adx		Amdo Tibetan
http://www.wikidata.org/entity/Q1262143	800000	2013-01-01T00:00:00Z		pga		Juba Arabic
http://www.wikidata.org/entity/Q36720	800000	1990-01-01T00:00:00Z		nup		Nupe
http://www.wikidata.org/entity/Q34129	800000			tig	ትግሬ	Tigre
http://www.wikidata.org/entity/Q18415595	790000	2011-01-01T00:00:00Z		dty	डोटेली भाषा	Doteli
http://www.wikidata.org/entity/Q33800	780000	1990-01-01T00:00:00Z		mrw		Maranao
http://www.wikidata.org/entity/Q36748	778000	2012-01-01T00:00:00Z		pnt	Ποντιακόν λαλίαν	Pontic Greek
http://www.wikidata.org/entity/Q13214	777000			zap		Zapotec
http://www.wikidata.org/entity/Q29561	766500	2010-01-01T00:00:00Z	av	ava	МагIарул мацI	Avar
http://www.wikidata.org/entity/Q3450749	765000			rki	ရခိုင်ဘာသာစကား	Rakhine
http://www.wikidata.org/entity/Q34318	764400			tly	Tolyšə	Talysh
http://www.wikidata.org/entity/Q56407	760000			blt		Tai Dam
http://www.wikidata.org/entity/Q8752	750000	2016-01-01T00:00:00Z	eu	eus	euskara	Basque
http://www.wikidata.org/entity/Q33364	746000			fvr		Fur
http://www.wikidata.org/entity/Q33287	745000	2013-01-01T00:00:00Z		gaa		Ga
http://www.wikidata.org/entity/Q56516	740000			hni		Hani
http://www.wikidata.org/entity/Q2520717	722000			rng		Ronga
http://www.wikidata.org/entity/Q1353320	720200	2018-01-01T00:00:00Z		scl		Shina
http://www.wikidata.org/entity/Q13354	706000			yua		Yucatec Maya
http://www.wikidata.org/entity/Q35602	700000	2012-01-01T00:00:00Z		hwc		Hawaiian Pidgin
http://www.wikidata.org/entity/Q3305477	700000			gyn		Guyanese Creole
http://www.wikidata.org/entity/Q934738	700000			lic		Hlai
http://www.wikidata.org/entity/Q35947	700000			trp		Kokborok
http://www.wikidata.org/entity/Q36948	700000			khb		Tai Lü
http://www.wikidata.org/entity/Q34024	700000			pcd	Picard	Picard
http://www.wikidata.org/entity/Q35744	692000	2016-01-01T00:00:00Z		kri		Krio
http://www.wikidata.org/entity/Q3437661	692000			ruf		Luguru
http://www.wikidata.org/entity/Q626210	674000			mgr		Mambwe-Lungu
http://www.wikidata.org/entity/Q3788739	664000			ksb		Shambala
http://www.wikidata.org/entity/Q3915207	650000			tyr		Tai Daeng
http://www.wikidata.org/entity/Q36556	650000			tdd	ᥑᥣᥛᥰ ᥖᥭᥰ ᥖᥬᥲ ᥑᥨᥒᥰ	Tai Nüa
http://www.wikidata.org/entity/Q33919	645000			uki		Kui
http://www.wikidata.org/entity/Q2937525	640000	2000-01-01T00:00:00Z		cps	Kinapisnon	Capisnon
http://www.wikidata.org/entity/Q36785	640000			nbl		Southern Ndebele
http://www.wikidata.org/entity/Q56390	640000			ttq		Tahoua
http://www.wikidata.org/entity/Q31746	633610	2010-01-01T00:00:00Z		lez	Лезги чӀал	Lezgian
http://www.wikidata.org/entity/Q6667767	618300	2009-01-01T00:00:00Z		rag		Logooli
http://www.wikidata.org/entity/Q26245	610000			rue	русиньскый язык	Rusyn
http://www.wikidata.org/entity/Q2361829	609000	2002-01-01T00:00:00Z		koo		Konjo
http://www.wikidata.org/entity/Q56643	600000	2007-01-01T00:00:00Z		ahk		Akha
http://www.wikidata.org/entity/Q34219	600000	2007-01-01T00:00:00Z	wa	wln	walon	Walloon
http://www.wikidata.org/entity/Q33012	600000	1991-01-01T00:00:00Z		btx		Karo Batak
http://www.wikidata.org/entity/Q33661	600000	1989-01-01T00:00:00Z		mfe		Mauritian Creole
http://www.wikidata.org/entity/Q7915983	600000			vav		Varli
http://www.wikidata.org/entity/Q13198	600000			rcf		Réunion Creole
http://www.wikidata.org/entity/Q33628	600000			loz		Lozi
http://www.wikidata.org/entity/Q33968	599250	2010-01-01T00:00:00Z	os	oss	ирон æвзаг	Ossetian
http://www.wikidata.org/entity/Q33541	583410	2010-01-01T00:00:00Z		kaa	qaraqalpaq tili	Karakalpak
http://www.wikidata.org/entity/Q6480112	580000	2006-01-01T00:00:00Z		leb		Lala-Bisa
http://www.wikidata.org/entity/Q35459	578000			ewo		Ewondo
http://www.wikidata.org/entity/Q27776	575900	2010-01-01T00:00:00Z		ady	кӏах Адыгабзэ	Adyghe
http://www.wikidata.org/entity/Q9166	570000	2012-01-01T00:00:00Z	mt	mlt	Malti	Maltese
http://www.wikidata.org/entity/Q6432786	570000			kfp		Korwa
http://www.wikidata.org/entity/Q1256701	563670	2013-01-01T00:00:00Z		rmn		Balkan Romani
http://www.wikidata.org/entity/Q33357	552740	2021-01-01T00:00:00Z		crh	Qırımtatar tili	Crimean Tatar
http://www.wikidata.org/entity/Q14185	542000	2030-01-01T00:00:00Z	oc	oci	occitan	Occitan
http://www.wikidata.org/entity/Q2669199	538480			rmy		Vlax Romani
http://www.wikidata.org/entity/Q30319	522000	2013-01-01T00:00:00Z		szl	Ślōnskŏ gŏdka	Silesian
http://www.wikidata.org/entity/Q4670066	500000	2023-01-01T00:00:00Z		taq		Tamasheq
http://www.wikidata.org/entity/Q213434	500000	2009-01-01T00:00:00Z		sgs	Žemaitiu kalba	Samogitian
http://www.wikidata.org/entity/Q7260479	500000	2002-01-01T00:00:00Z		qxp		Puno Quechua
http://www.wikidata.org/entity/Q36403	500000	2000-01-01T00:00:00Z		asa		Pare
http://www.wikidata.org/entity/Q36147	500000	1997-01-01T00:00:00Z		lus		Mizo
http://www.wikidata.org/entity/Q1472421	500000			fly		Tsotsitaal
http://www.wikidata.org/entity/Q36106	500000			lij	lìgure	Ligurian
http://www.wikidata.org/entity/Q36673	500000			sda		Toraja-Sa’dan
http://www.wikidata.org/entity/Q33339	500000			pov		Guinea-Bissau Creole
http://www.wikidata.org/entity/Q35115	500000			cak		Kaqchikel
http://www.wikidata.org/entity/Q34934	490000			awn		Awngi
http://www.wikidata.org/entity/Q56310	488900	2006-01-01T00:00:00Z		kdt		Kuy
http://www.wikidata.org/entity/Q3906614	482000	2012-01-01T00:00:00Z		mhr	Олыкмарий йылме	Meadow Mari
http://www.wikidata.org/entity/Q33335	480000	1985-01-01T00:00:00Z		kjg		Khmu
http://www.wikidata.org/entity/Q33715	478000			kfq		Korku
http://www.wikidata.org/entity/Q973685	470000	2012-01-01T00:00:00Z		chm		Mari
http://www.wikidata.org/entity/Q49224	470000	2000-01-01T00:00:00Z		kge	Basa Kumoring	Komering
http://www.wikidata.org/entity/Q2360396	464000	2021-01-01T00:00:00Z		bgx		Balkan Gagauz
http://www.wikidata.org/entity/Q34125	463500	2011-01-01T00:00:00Z		tet	Lia-tetun	Tetum
http://www.wikidata.org/entity/Q33595	460000			irk		Iraqw
http://www.wikidata.org/entity/Q34299	450000	2010-01-01T00:00:00Z		sah	саха тыла	Yakut
http://www.wikidata.org/entity/Q29507	450000	2007-01-01T00:00:00Z		ast	asturianu	Asturian
http://www.wikidata.org/entity/Q35780	450000			lhu		Lahu
http://www.wikidata.org/entity/Q35807	440000	1991-01-01T00:00:00Z		lob		Lobi
http://www.wikidata.org/entity/Q33634	431800	2021-01-01T00:00:00Z		xal	хальмг келн	Kalmyk
http://www.wikidata.org/entity/Q33281	431000	2005-01-01T00:00:00Z		cbk		Chavacano
http://www.wikidata.org/entity/Q36209	426212	2010-01-01T00:00:00Z		kum		Kumyk
http://www.wikidata.org/entity/Q56477	420000	2011-01-01T00:00:00Z		lif		Limbu
http://www.wikidata.org/entity/Q34949	420000			bsq		Bassa
http://www.wikidata.org/entity/Q35536	420000			kek		Q’eqchi’
http://www.wikidata.org/entity/Q34011	415720	2015-01-01T00:00:00Z	sm	smo	Gagana fa'a Sāmoa	Samoan
http://www.wikidata.org/entity/Q33989	415700	2016-01-01T00:00:00Z		srn	Sranantongo	Sranan Tongo
http://www.wikidata.org/entity/Q3507832	410000	2006-01-01T00:00:00Z		dyo		Jola-Fonyi
http://www.wikidata.org/entity/Q13284	410000			srb		Sora
http://www.wikidata.org/entity/Q1775596	400000	2010-01-01T00:00:00Z		ibg		Ibanag
http://www.wikidata.org/entity/Q241146	400000			cja		Cham
http://www.wikidata.org/entity/Q4175893	400000			mrh	Mara reih	Mara
http://www.wikidata.org/entity/Q35999	400000			anc		Ngas
http://www.wikidata.org/entity/Q35614	397000	2009-01-01T00:00:00Z		dug		Kiduruma
http://www.wikidata.org/entity/Q3501850	395124	2011-01-01T00:00:00Z		pbv		Pnar
http://www.wikidata.org/entity/Q9051	391200	2016-01-01T00:00:00Z	lb	ltz	Lëtzebuergesch	Luxembourgish
http://www.wikidata.org/entity/Q56411	390000	2001-01-01T00:00:00Z		bwx		Bu-Nao
http://www.wikidata.org/entity/Q7673650	382000			tap		Tabwa
http://www.wikidata.org/entity/Q46728	380000	1991-01-01T00:00:00Z		hif	Fiji Hindi	Fiji Hindi
http://www.wikidata.org/entity/Q33178	367000			wti		Berta
http://www.wikidata.org/entity/Q3192339	363000	2000-01-01T00:00:00Z		kyk		Kamayo
http://www.wikidata.org/entity/Q294	358000	2015-01-01T00:00:00Z	is	isl	íslenska	Icelandic
http://www.wikidata.org/entity/Q37010	355000			ziw		Zigula
http://www.wikidata.org/entity/Q241243	354500			prv		Provençal
http://www.wikidata.org/entity/Q33948	350000	2002-01-01T00:00:00Z		msb		Masbateño
http://www.wikidata.org/entity/Q56758	350000	2000-01-01T00:00:00Z		peg		Pengo
http://www.wikidata.org/entity/Q3056339	350000			rej		Rejang
http://www.wikidata.org/entity/Q3200721	350000			kxv		Kuvi
http://www.wikidata.org/entity/Q36809	350000			tzo		Tzotzil
http://www.wikidata.org/entity/Q35272	347005			ank		Goemai
http://www.wikidata.org/entity/Q35108	347000			bcq		Bench
http://www.wikidata.org/entity/Q13359	345530	2015-01-01T00:00:00Z		xmf	მარგალური ნინა	Mingrelian
http://www.wikidata.org/entity/Q33295	341270	1996-01-01T00:00:00Z	fj	fij	Na vosa vaka-Viti	Fijian
http://www.wikidata.org/entity/Q13238	340530	2013-01-01T00:00:00Z		udm	удмурт кыл	Udmurt
http://www.wikidata.org/entity/Q32656	340500	2012-01-01T00:00:00Z	dv	div	ދިވެހި	Maldivian
http://www.wikidata.org/entity/Q33120	329000	2010-01-01T00:00:00Z		bua		Buryat
http://www.wikidata.org/entity/Q33000	327000	2014-01-01T00:00:00Z		bfi		British Sign Language
http://www.wikidata.org/entity/Q32952	326000	2007-01-01T00:00:00Z		ccp		Chakma
http://www.wikidata.org/entity/Q33509	322900	2010-01-01T00:00:00Z		inh	Гӏалгӏай мотт	Ingush
http://www.wikidata.org/entity/Q33856	321300	2011-01-01T00:00:00Z		pap	Papiamentu	Papiamento
http://www.wikidata.org/entity/Q35318	320000	2009-01-01T00:00:00Z		ebu		Embu
http://www.wikidata.org/entity/Q3114653	312000			zdj		Ngazidja Comorian
http://www.wikidata.org/entity/Q33714	310400	2010-01-01T00:00:00Z		krc	Къарачай-малкъар тил	Karachay-Balkar
http://www.wikidata.org/entity/Q7071227	310000	2009-01-01T00:00:00Z		nyd		Nyole
http://www.wikidata.org/entity/Q2478711	310000			nxq		Naxi
http://www.wikidata.org/entity/Q2478711	310000			nbf		Naxi
http://www.wikidata.org/entity/Q35403	300000	2014-01-01T00:00:00Z		jab		Hyam
http://www.wikidata.org/entity/Q3914431	300000	2013-01-01T00:00:00Z		say		Saya
http://www.wikidata.org/entity/Q3112388	300000	2007-01-01T00:00:00Z		swi		Sui
http://www.wikidata.org/entity/Q33441	300000	2002-01-01T00:00:00Z		fur	Lenghe furlane	Friulian
http://www.wikidata.org/entity/Q2701322	300000	2000-01-01T00:00:00Z		osi		Osing
http://www.wikidata.org/entity/Q35268	300000	1994-01-01T00:00:00Z		ish		Esan
http://www.wikidata.org/entity/Q3182585	300000	1989-01-01T00:00:00Z		smw		Sumbawa
http://www.wikidata.org/entity/Q1363072	300000			gcr	Kriyòl Gwiyannen	Guianan Creole
http://www.wikidata.org/entity/Q6935584	300000			mnb		Muna
http://www.wikidata.org/entity/Q13636869	300000			hsh		Hungarian Sign Language
http://www.wikidata.org/entity/Q13292	300000			saz		Sourashtra
http://www.wikidata.org/entity/Q33730	300000			arn	Mapuzugun	Mapudungun
http://www.wikidata.org/entity/Q34119	297000	2010-01-01T00:00:00Z		tyv	Тыва дыл	Tuvan
http://www.wikidata.org/entity/Q35860	296000			mde		Maba
http://www.wikidata.org/entity/Q938216	290000	2004-01-01T00:00:00Z		khw		Chitrali language
http://www.wikidata.org/entity/Q56652	287000	2007-01-01T00:00:00Z		alw		Alaba-K’abeena
http://www.wikidata.org/entity/Q7495	285000	2007-01-01T00:00:00Z		aiw		Aari
http://www.wikidata.org/entity/Q33302	283000	2008-01-01T00:00:00Z		fsl		French Sign Language
http://www.wikidata.org/entity/Q8072097	280000	2008-01-01T00:00:00Z		zib		Zimbabwe Sign Language
http://www.wikidata.org/entity/Q760732	280000	2006-01-01T00:00:00Z		mne		Naba
http://www.wikidata.org/entity/Q7675751	280000	2002-01-01T00:00:00Z		twh		Tai Dón
http://www.wikidata.org/entity/Q7684177	278000	2008-01-01T00:00:00Z		tza		Tanzanian Sign Language
http://www.wikidata.org/entity/Q2850262	275000			wni		Ndzwani Comorian
http://www.wikidata.org/entity/Q37007	274000	2006-01-01T00:00:00Z		zag		Zaghawa
http://www.wikidata.org/entity/Q36353	271180			ssy		Saho
http://www.wikidata.org/entity/Q28433	261000	2001-01-01T00:00:00Z		njo		Ao
http://www.wikidata.org/entity/Q1751432	261000			pdt		Plautdietsch
http://www.wikidata.org/entity/Q17522631	250290			ngb		Northern Ngbandi
http://www.wikidata.org/entity/Q3501903	250000	2008-01-01T00:00:00Z		eth		Ethiopian Sign Language
http://www.wikidata.org/entity/Q35317	250000	2005-01-01T00:00:00Z		eto		Eton
http://www.wikidata.org/entity/Q14759	250000	1972-01-01T00:00:00Z		ase	𝣷𝪜 𝤃𝪜 𝣜𝪜	American Sign Language
http://www.wikidata.org/entity/Q1160372	250000			lzz		Laz
http://www.wikidata.org/entity/Q35735	250000			gsc		Gascon
http://www.wikidata.org/entity/Q56239	250000			bde		Bade
http://www.wikidata.org/entity/Q56388	250000			thz		Air Tamajeq
http://www.wikidata.org/entity/Q13301	250000			naq		Khoekhoe
http://www.wikidata.org/entity/Q1405077	247000	2006-01-01T00:00:00Z		kua		Kwanyama
http://www.wikidata.org/entity/Q56624	240000	2017-01-01T00:00:00Z		kxc		Konso
http://www.wikidata.org/entity/Q3053279	240000	2009-01-01T00:00:00Z		xbr		Kambera
http://www.wikidata.org/entity/Q33081	237080	2010-01-01T00:00:00Z	dz	dzo	རྫོང་ཁ་	Dzongkha
http://www.wikidata.org/entity/Q33315	237000			her		Herero
http://www.wikidata.org/entity/Q8821	232600			cnr		Montenegrin
http://www.wikidata.org/entity/Q29440	232300			aii		Assyrian Neo-Aramaic
http://www.wikidata.org/entity/Q1143040	230000	2000-01-01T00:00:00Z		enq		Enga
http://www.wikidata.org/entity/Q12633026	230000	2000-01-01T00:00:00Z		bto		Rinconada Bikol
http://www.wikidata.org/entity/Q56870	230000			njz		Nishi
http://www.wikidata.org/entity/Q33093	230000			bas	two kay	Basaa
http://www.wikidata.org/entity/Q15087	227000	2013-01-01T00:00:00Z		frp	arpetan	Franco-Provençal
http://www.wikidata.org/entity/Q237409	220000			zea	Zeêuws	Zeelandic
http://www.wikidata.org/entity/Q36126	219100	2010-01-01T00:00:00Z	kv	kom	Коми кыв	Komi
http://www.wikidata.org/entity/Q16116629	219000	2010-01-01T00:00:00Z		bxr		Russia Buriat
http://www.wikidata.org/entity/Q2396970	219000	2007-01-01T00:00:00Z		guk		Gumuz
http://www.wikidata.org/entity/Q36098	219000			lam		Lamba
http://www.wikidata.org/entity/Q10322106	219000			ukl		Ukrainian Sign Language
http://www.wikidata.org/entity/Q3915365	211000			enn		Engenni
http://www.wikidata.org/entity/Q2880037	210000	2010-01-01T00:00:00Z		bdr		West Coast Bajau
http://www.wikidata.org/entity/Q56527	210000	2007-01-01T00:00:00Z		xan		Xamtanga
http://www.wikidata.org/entity/Q12107	206000	2007-01-01T00:00:00Z	br	bre	brezhoneg	Breton
http://www.wikidata.org/entity/Q30007	201500	0100-01-01T00:00:00Z		ext	estremeñu	Extremaduran
http://www.wikidata.org/entity/Q149208	200000	2015-01-01T00:00:00Z		frs		East Frisian Low Saxon
http://www.wikidata.org/entity/Q36212	200000	2009-01-01T00:00:00Z		ltg	latgaļu volūda	Latgalian
http://www.wikidata.org/entity/Q3914920	200000	2008-01-01T00:00:00Z		yba		Yala
http://www.wikidata.org/entity/Q32947	200000	2007-01-01T00:00:00Z		sce		Dongxiang
http://www.wikidata.org/entity/Q33531	200000	2001-01-01T00:00:00Z		kfa		Kodava
http://www.wikidata.org/entity/Q3307195	200000			kzj		Coastal Kadazan
http://www.wikidata.org/entity/Q6821677	195000	2007-01-01T00:00:00Z		mvz		Mesqan
http://www.wikidata.org/entity/Q667747	195000			fip		Fipa
http://www.wikidata.org/entity/Q5111	190110	2015-01-01T00:00:00Z	ab	abk	Аԥсуа бызшәа	Abkhaz
http://www.wikidata.org/entity/Q35490	190000			cab		Garifuna
http://www.wikidata.org/entity/Q34094	186010	2015-01-01T00:00:00Z	to	ton	Lea fakatonga	Tongan
http://www.wikidata.org/entity/Q13257	185000	2021-01-01T00:00:00Z		uum		Urum
http://www.wikidata.org/entity/Q6480777	180000	2010-01-01T00:00:00Z		slp		Lamaholot
http://www.wikidata.org/entity/Q3073428	180000	2008-01-01T00:00:00Z		kvk		Korean Sign Language
http://www.wikidata.org/entity/Q33617	180000	2000-01-01T00:00:00Z		hmo		Hiri Motu
http://www.wikidata.org/entity/Q7987774	180000	1993-01-01T00:00:00Z		dnw		Lani
http://www.wikidata.org/entity/Q5317225	180000	1991-01-01T00:00:00Z		dtp	boros Kadazandusun	Kadazandusun
http://www.wikidata.org/entity/Q1516803	180000			miq		Miskito
http://www.wikidata.org/entity/Q35179	180000			ctu		Ch’ol
http://www.wikidata.org/entity/Q33590	179467	2001-01-01T00:00:00Z		njh		Lotha
http://www.wikidata.org/entity/Q15407179	176000	2009-01-01T00:00:00Z		thk		Tharaka
http://www.wikidata.org/entity/Q3440432	176000			cla		Ron
http://www.wikidata.org/entity/Q33960	175000	1995-01-01T00:00:00Z		ski		Sika
http://www.wikidata.org/entity/Q36803	175000			tsz		Purépecha
http://www.wikidata.org/entity/Q36840	175000			tsj		Tshangla
http://www.wikidata.org/entity/Q1268244	170000	2006-01-01T00:00:00Z		rsb		Romano-Serbian
